ID,Student_Query,Priority
5826,How can I apply for hostel change?,Medium
2264,Any cultural events this week?,Low
2549,WiFi password for campus?,Low
2035,I want to change my elective subject.,Medium
1173,Degree certificate required urgently for job.,High
3769,I need migration certificate process.,Medium
2446,WiFi password for campus?,Low
3183,Where to collect ID card?,Low
2946,My scholarship has not been credited yet.,High
4592,Holiday list for this semester?,Low
4590,Can I change my project guide?,Medium
3612,I cannot submit my exam form and today is the last date.,High
3938,Can I change my project guide?,Medium
2147,Any cultural events this week?,Low
5752,I need migration certificate process.,Medium
1469,How to reset student portal password?,Medium
438,What are library timings?,Low
5788,How can I apply for hostel change?,Medium
1058,"Internship deadline today, need NOC approval.",High
2796,WiFi password for campus?,Low
108,What are library timings?,Low
3553,I want to change my elective subject.,Medium
30,Please update my contact number.,Medium
2233,Where is the auditorium located?,Low
890,Is there any AI workshop this month?,Low
3066,Urgent: hostel fee payment not updated.,High
1631,Bus schedule for weekend?,Low
752,What are library timings?,Low
2359,Please update my contact number.,Medium
585,My scholarship has not been credited yet.,High
1935,I want to join a club in university.,Medium
4983,"Internship deadline today, need NOC approval.",High
2351,I am unable to access exam hall ticket.,High
5606,I need migration certificate process.,Medium
5215,I cannot submit my exam form and today is the last date.,High
3847,How to join sports club?,Low
5119,WiFi password for campus?,Low
5949,How to reset student portal password?,Medium
2318,I missed my exam registration due to portal error.,High
1345,I cannot submit my exam form and today is the last date.,High
3442,Request for bonafide certificate.,Medium
4636,I am unable to access exam hall ticket.,High
5871,How to join sports club?,Low
970,I missed my exam registration due to portal error.,High
180,I am unable to access exam hall ticket.,High
2795,I missed my exam registration due to portal error.,High
1508,I am unable to access exam hall ticket.,High
4047,WiFi password for campus?,Low
2139,How to reset student portal password?,Medium
5829,How to apply for revaluation?,Medium
3488,Degree certificate required urgently for job.,High
4537,"Internship deadline today, need NOC approval.",High
5287,How to reset student portal password?,Medium
5496,How to reset student portal password?,Medium
1868,My result shows absent but I attended exam.,High
91,When does cafeteria open?,Low
2816,Bus schedule for weekend?,Low
3410,What are library timings?,Low
2406,My result shows absent but I attended exam.,High
2472,How can I apply for hostel change?,Medium
625,When will semester timetable be released?,Medium
70,Urgent: hostel fee payment not updated.,High
3625,I missed my exam registration due to portal error.,High
1506,I need migration certificate process.,Medium
3492,My scholarship has not been credited yet.,High
5138,Holiday list for this semester?,Low
4670,Where to collect ID card?,Low
765,I want to change my elective subject.,Medium
294,My scholarship has not been credited yet.,High
4353,Request for bonafide certificate.,Medium
446,How can I apply for hostel change?,Medium
469,When does cafeteria open?,Low
3436,"Internship deadline today, need NOC approval.",High
1220,Urgent: hostel fee payment not updated.,High
433,How to join sports club?,Low
3188,I cannot submit my exam form and today is the last date.,High
1489,Urgent: hostel fee payment not updated.,High
3548,Can I change my project guide?,Medium
3752,Bus schedule for weekend?,Low
578,My fee payment failed but amount deducted.,High
2174,Please update my contact number.,Medium
246,My fee payment failed but amount deducted.,High
4191,When does cafeteria open?,Low
368,Can I change my project guide?,Medium
4569,Please update my contact number.,Medium
2901,I want to change my elective subject.,Medium
1612,Is there any AI workshop this month?,Low
2846,Where to collect ID card?,Low
3785,Is there any AI workshop this month?,Low
4210,Holiday list for this semester?,Low
5501,I cannot submit my exam form and today is the last date.,High
1243,What are library timings?,Low
2371,Is there any AI workshop this month?,Low
4270,I am unable to access exam hall ticket.,High
4473,Urgent: hostel fee payment not updated.,High
4386,How to reset student portal password?,Medium
556,Degree certificate required urgently for job.,High
2164,The assignment portal is not working before deadline.,High
5969,The assignment portal is not working before deadline.,High
5960,I want to join a club in university.,Medium
4743,WiFi password for campus?,Low
5852,Can I change my project guide?,Medium
4276,Bus schedule for weekend?,Low
1964,I cannot submit my exam form and today is the last date.,High
4265,"Internship deadline today, need NOC approval.",High
3290,Urgent: hostel fee payment not updated.,High
5585,How can I apply for hostel change?,Medium
152,My result shows absent but I attended exam.,High
4675,When will semester timetable be released?,Medium
4733,The assignment portal is not working before deadline.,High
4759,How to apply for revaluation?,Medium
5271,When will semester timetable be released?,Medium
4215,I want to change my elective subject.,Medium
3495,How to apply for revaluation?,Medium
5831,WiFi password for campus?,Low
3693,My scholarship has not been credited yet.,High
4621,Any cultural events this week?,Low
3608,I am unable to access exam hall ticket.,High
1756,Any cultural events this week?,Low
5274,Please update my contact number.,Medium
4560,I need migration certificate process.,Medium
749,I cannot submit my exam form and today is the last date.,High
5781,Urgent: hostel fee payment not updated.,High
1534,I want to change my elective subject.,Medium
1043,I am unable to access exam hall ticket.,High
5492,I want to change my elective subject.,Medium
3880,How to reset student portal password?,Medium
2664,Please update my contact number.,Medium
5107,My result shows absent but I attended exam.,High
1558,Holiday list for this semester?,Low
492,Where to collect ID card?,Low
4374,I want to join a club in university.,Medium
3383,What are library timings?,Low
5528,When will semester timetable be released?,Medium
472,Please update my contact number.,Medium
5304,I am unable to access exam hall ticket.,High
2313,My scholarship has not been credited yet.,High
5598,I need migration certificate process.,Medium
808,I want to change my elective subject.,Medium
5671,How to join sports club?,Low
4880,My scholarship has not been credited yet.,High
897,Any cultural events this week?,Low
5372,What are library timings?,Low
2504,I am unable to access exam hall ticket.,High
5684,Degree certificate required urgently for job.,High
4323,Degree certificate required urgently for job.,High
355,When will semester timetable be released?,Medium
252,I need migration certificate process.,Medium
186,I want to change my elective subject.,Medium
2379,WiFi password for campus?,Low
1184,How can I apply for hostel change?,Medium
2111,My result shows absent but I attended exam.,High
4275,How to join sports club?,Low
228,When does cafeteria open?,Low
2154,How to apply for revaluation?,Medium
5768,Request for bonafide certificate.,Medium
1296,I cannot submit my exam form and today is the last date.,High
5932,"Internship deadline today, need NOC approval.",High
4852,Is there any AI workshop this month?,Low
3939,Request for bonafide certificate.,Medium
5461,Can I change my project guide?,Medium
2803,Is there any AI workshop this month?,Low
3185,"Internship deadline today, need NOC approval.",High
1906,How to join sports club?,Low
5037,Where is the auditorium located?,Low
2224,The assignment portal is not working before deadline.,High
3839,How can I apply for hostel change?,Medium
3182,Please update my contact number.,Medium
293,Bus schedule for weekend?,Low
2722,"Internship deadline today, need NOC approval.",High
550,When will semester timetable be released?,Medium
4255,How to apply for revaluation?,Medium
